Title,Price,Location,Link
2736 E 53rd Ave,"$1,790",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-2736-53rd-ave/7803398903.html
5969 Oak Street,"$4,850",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-5969-oak-street/7799010502.html
5937 Macdonald Street,"$4,800",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-5937-macdonald-street/7799111228.html
1103 1166 Melville Street,"$3,500",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-melville-street/7800750254.html
Cozy 3 Bed 1 Bath basement unit for rent,"$3,450",Vancouver west-end,https://vancouver.craigslist.org/van/apa/d/vancouver-cozy-bed-bath-basement-unit/7804850311.html
Open-concept One Bedroom Suite at The Hyland,"$2,612","Kensington-Cedar Cottage, East Vancouver",https://vancouver.craigslist.org/van/apa/d/vancouver-open-concept-one-bedroom/7804850032.html
Find Your Perfect Home – This 1510 sq ft Townhouse is Waiting for You!,"$2,900",144 st and 64 Ave,https://vancouver.craigslist.org/rds/apa/d/surrey-find-your-perfect-home-this-1510/7804849962.html
1st month FREE! Luxurious 1 bedroom basement in East Vancouver,"$2,200",Grandview/Renfrew/Hastings,https://vancouver.craigslist.org/van/apa/d/vancouver-1st-month-free-luxurious/7800551116.html
STUDIO for rent in Central Lonsdale all included,"$1,850",North Vancouver,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-studio-for-rent-in/7802003060.html
West End/ One Bedroom Apartment/ Balcony,"$1,995",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-west-end-one-bedroom/7798584960.html
2 Bedroom (ground floor) suite of duplex,"$2,600",New Westminster,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-southwest-bedroom/7804849740.html
West End/ One Bedroom Apartment/ Balcony,"$1,995",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-west-end-one-bedroom/7800252303.html
ALTO - on 1205 Howe Street (Studio with a den),"$2,600",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-alto-on-1205-howe-street/7804849676.html
West End/ One Bedroom Apartment/ Balcony,"$1,995",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-west-end-one-bedroom/7800553734.html
One Bedroom Apartment/Balcony/West End,"$1,995",VANCOUVER,https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom-apartment-balcony/7802132777.html
One Bedroom/Balcony/West End,"$1,995",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom-balcony-west-end/7803417815.html
For Rent,"$2,400",Guilford Surrey,https://vancouver.craigslist.org/van/apa/d/surrey-northeast-for-rent/7804849579.html
West End/ One Bedroom Apartment/ Balcony,"$1,995",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-west-end-one-bedroom/7803418134.html
Spacious 2 Bedrooms basament + extra storages,"$2,700",VANCOUVER,https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-bedrooms-basament/7799428895.html
"2/BD 1/BA, Situated in White Rock!, Covered Parking","$2,750","1371 Blackwood Street, White Rock, BC",https://vancouver.craigslist.org/rds/apa/d/white-rock-bd-ba-situated-in-white-rock/7800719534.html
1 bedroom apartment for rent,"$2,150",Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-apartment-for-rent/7797970275.html
Lux 1bed at the centre of Lougheed City,"$2,700",Lougheed mall,https://vancouver.craigslist.org/bnc/apa/d/burnaby-lux-1bed-at-the-centre-of/7800574879.html
Brand new! Brand new! Brand new! One bedroom and Den with balcony,"$1,895",Surrey,https://vancouver.craigslist.org/bnc/apa/d/surrey-brand-new-brand-new-brand-new/7800212656.html
1 bedroom apt. with balcony,"$2,195",South Granville,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-apt-with-balcony/7804191533.html
2 bedroom penthouse,"$3,995",South Granville,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-penthouse/7804171578.html
White Rock House for Rent 1630 sft. 3 Bedrooms,"$3,500",White Rock,https://vancouver.craigslist.org/rds/apa/d/white-rock-white-rock-house-for-rent/7804848573.html
"Spacious 2 Beds + 2 Full Bath, 1100 sqft Unfurnished Basement for Rent","$2,280",Anmore,https://vancouver.craigslist.org/pml/apa/d/anmore-spacious-beds-full-bath-1100/7801559852.html
"In Suite Laundry, Modern Cabinetry, Open Floorplan","$2,475","303 E Pender St, Vancouver, BC",https://vancouver.craigslist.org/van/apa/d/vancouver-in-suite-laundry-modern/7803639420.html
For Rent,"$3,200",Guilford Surrey,https://vancouver.craigslist.org/van/apa/d/surrey-north-for-rent/7804848203.html
"Bike Storage, 1bd 1ba, Located in Burnaby","$2,355","5050 Sanders St, Burnaby, BC",https://vancouver.craigslist.org/bnc/apa/d/burnaby-bike-storage-1bd-1ba-located-in/7801289544.html
"Three Bedrooms, One bath - $2200","$2,200",North Delta,https://vancouver.craigslist.org/rds/apa/d/delta-northeast-three-bedrooms-one-bath/7804847919.html
"2Bedroom Suite, Above ground, All inclusive, No furniture - Vancouver","$2,700","49th Avenue and Knight Street, Vancouver",https://vancouver.craigslist.org/van/apa/d/vancouver-2bedroom-suite-above-ground/7804847420.html
Rowhome with 2-Car Garage - Walking Distance to Fremont Village,"$3,800",Port Coquitlam (Fremont Village),https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-rowhome-with-car-garage/7799070411.html
"1Bedroom Basement Suite, All Inclusive No Furniture Great Location","$2,000","Nanaimo Sky Train Station, Vancouver",https://vancouver.craigslist.org/van/apa/d/vancouver-1bedroom-basement-suite-all/7803669526.html
Beautiful Pet Friendly 1 Bedroom - Promo: 3 Months Free Parking,"$2,550",South Granville,https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-pet-friendly/7804846980.html
1 BEDROOM & DEN (WALL CENTRE CENTRAL PARK) 9TH FLOOR,"$2,150",VANCOUVER,https://vancouver.craigslist.org/van/apa/d/burnaby-bedroom-den-wall-centre-central/7801505187.html
1 BEDROOM SUITE ( VICTORIA DR & 35TH AVE),"$1,490",VANCOUVER,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-suite-victoria-dr/7796900439.html
Concrete apartment for rent,"$2,000",Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-concrete/7804846649.html
Beautifully remodelled1 bedroom on Main Street Vancouver,"$1,900",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-beautifully-remodelled1/7804846582.html
One Bedroom Apartment,"$2,100",VANCOUVER,https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom-apartment/7797262402.html
1 Bedroom Suite Rental - Vancouver,"$1,560",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-suite-rental-vancouver/7802868857.html
3 Bed 2.5 Bath House in 1 Acre lot for Rent,"$3,300",South Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-bed-25-bath-house-in-acre-lot/7799113271.html
Spacious 1 bedroom suite with big balcony,"$2,350",burnaby/newwest,https://vancouver.craigslist.org/bnc/apa/d/burnaby-spacious-bedroom-suite-with-big/7802007630.html
"Beautiful 1bedroom unit located in Kitsilano, minutes from downtown.","$2,300",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-1bedroom-unit/7801423988.html
CORNER SUITE 2 BED 1.5 BATH w/ 2 PARKING,"$2,475",delta/surrey/langley,https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-corner-suite-bed/7800187843.html
2 BATH FURNISHED PET FRIENDLY APARTMENT,"$2,700",burnaby/newwest,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bath-furnished-pet-friendly/7802519569.html
Spacious,"$1,950",delta/surrey/langley,https://vancouver.craigslist.org/rds/apa/d/surrey-north-spacious/7802578689.html
CORNER SUITE 2 BED 1.5 BATH w/ 2 PARKING,"$2,375",delta/surrey/langley,https://vancouver.craigslist.org/rds/apa/d/surrey-corner-suite-bed-15-bath-2/7802304329.html
Cozy & Private 2 Bedroom 1 Bath COACH HOUSE,"$1,700",delta/surrey/langley,https://vancouver.craigslist.org/rds/apa/d/surrey-cozy-private-bedroom-bath-coach/7802303032.html
Stunning 1 bedroom suite at The Mark FURNISHED,"$2,500",city of vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-stunning-bedroom-suite-at-the/7801425011.html
"2 Bed + Den, 2 Bathrooms 35th Floor - Surrey Central!! Open Concept","$2,500",delta/surrey/langley,https://vancouver.craigslist.org/rds/apa/d/surrey-bed-den-bathrooms-35th-floor/7797123508.html
Brand new 1 bed 1 bath Condo,"$2,000",Latimer Heights,https://vancouver.craigslist.org/rds/apa/d/langley-brand-new-bed-bath-condo/7804844328.html
2 Bedrooms 2 Baths plus Den,"$3,400",Downtown,https://vancouver.craigslist.org/van/apa/d/vancouver-bedrooms-baths-plus-den/7804844952.html
One Bedroom Suite for Rent,"$1,895",Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-one-bedroom-suite-for-rent/7804844947.html
"1BD 1BA, Greenyard Atrium on Level 3, Children's Play Room","$2,615","333 E 11th Ave, Vancouver, BC",https://vancouver.craigslist.org/van/apa/d/vancouver-1bd-1ba-greenyard-atrium-on/7801944763.html
2Bedroom and Den (3rd bedroom) Apartment Lafarge Lake Coquitlam,"$3,500",Coquitlam,https://vancouver.craigslist.org/pml/apa/d/coquitlam-2bedroom-and-den-3rd-bedroom/7804844437.html
"Charming, New Garden Suite Avail Jan 1/Perfect for UBC","$3,299",UBC/Point Grey/West Side,https://vancouver.craigslist.org/van/apa/d/vancouver-charming-new-garden-suite/7799539671.html
Guildford 2 bedroom 2 bathroom Condo,"$2,000",delta/surrey/langley,https://vancouver.craigslist.org/rds/apa/d/surrey-guildford-bedroom-bathroom-condo/7804844187.html
Downtown Vancouver*Furnished* 2beds+1bath+Den+parking - from Jan 1,"$3,700","Vancouver Downtown,Vancouver",https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-vancouverfurnished/7800652130.html
Downtown beautiful *Furnished* 2beds+1bath+Den+parking - from Jan 1,"$3,700","Downtown Vancouver,Vancouver",https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-beautiful-furnished/7803187716.html
Townhouse Downtown 2 Bed + 1 Large Den 2 bath 2 parking,"$4,950",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-townhouse-downtown-bed-large/7801872046.html
Open-concept Two Bedroom Suite at The Hyland,"$3,387","Kensington-Cedar Cottage, East Vancouver",https://vancouver.craigslist.org/van/apa/d/vancouver-open-concept-two-bedroom/7804843690.html
2 bed/2 bath top floor,"$2,800",Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-bed-bath-top-floor/7798842626.html
2bed 2bath Penthouse for rent with 2 parking in Metrotown,"$3,600","Metrotown, Burnaby",https://vancouver.craigslist.org/bnc/apa/d/burnaby-2bed-2bath-penthouse-for-rent/7804843374.html
Taylor Swift Accommodations,"$1,000",Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-taylor-swift-accommodations/7803892088.html
"Charming Suite in Killarney - Functional layout, Close to Everything","$3,200",Killarney,https://vancouver.craigslist.org/bnc/apa/d/vancouver-charming-suite-in-killarney/7804835716.html
2 Bedroom Suite in the West End,"$3,150",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-suite-in-the-west-end/7799063637.html
Newly Renovated 9th floor 1 Bedroom next to Sunset Beach,"$2,530",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-newly-renovated-9th-floor/7797751262.html
One Bedroom Suite steps from  English Bay,"$2,345",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom-suite-steps-from/7799009077.html
Entire House - Reasonable Rent,"$2,900",Cedar Hills - Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-entire-house/7804842955.html
Vancouver East Grnd Flr 1 Bedroom Suite Priv Entrance,"$1,500",Vancouver-Kensington,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-east-grnd-flr/7804840427.html
"Laundry facilities, Tennis Court, Social Room","$3,245","5050 Sanders St, Burnaby, BC",https://vancouver.craigslist.org/bnc/apa/d/burnaby-laundry-facilities-tennis-court/7801329409.html
RiverSky New West One bedroom One Bath Apartment for Rent,"$2,100",New Westminster,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-riversky-new-west-one/7799962135.html
Basment for Rent In Sullivan,"$1,800",Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-basment-for-rent-in-sullivan/7804841661.html
Metrotown AC Two Beds Two baths apartment for rent!,"$3,250",Metrotown,https://vancouver.craigslist.org/bnc/apa/d/burnaby-metrotown-ac-two-beds-two-baths/7796893373.html
Telus Garden AC 1bedroom+1 Den apartment for rent!,"$2,850",Downtown,https://vancouver.craigslist.org/van/apa/d/vancouver-telus-garden-ac-1bedroom1-den/7803601368.html
Surrey centre 2bedrooms 2bathrooms apartment for rent,"$2,599",King George,https://vancouver.craigslist.org/rds/apa/d/surrey-surrey-centre-2bedrooms/7803614343.html
White Rock Ocean view AC 2bedrooms 2baths apartment for rent,"$2,900",White Rock,https://vancouver.craigslist.org/rds/apa/d/white-rock-white-rock-ocean-view-ac/7802250824.html
Surrey SFU 1 br 2 murphy beds,"$1,950",Surrey Central,https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-surrey-sfu-br/7799701831.html
BASEMENT ONE BEDROOM SUITE IN PANORAMA RIDGE AREA,"$1,400","HWY 10th & 132 Street, Surrey,",https://vancouver.craigslist.org/rds/apa/d/surrey-basement-one-bedroom-suite-in/7802866205.html
Available Dec 1- One private bedroom in top floor of a detach house,$980,Renfrew Skytrain,https://vancouver.craigslist.org/van/apa/d/vancouver-available-dec-one-private/7804841911.html
VANCOUVER WESTSIDE DUNBAR UBC 2 BEDROOM BASEMENT SUITE,"$2,500",DUNBAR/SOUTHLANDS/UBC,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-westside-dunbar-ubc/7801100440.html
BASEMENT ONE BEDROOM SUITE IN PANORAMA RIDGE AREA,"$1,500","HWY 10th & 132 Street, Surrey,",https://vancouver.craigslist.org/rds/apa/d/surrey-basement-one-bedroom-suite-in/7804841669.html
water view 2 Bed+Den+EV charger in Pier West,"$3,850",New Westminster,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-water-view-beddenev/7800279950.html
One bedroom basement suite- north delta,"$1,500",North Delta,https://vancouver.craigslist.org/rds/apa/d/delta-northeast-one-bedroom-basement/7799860555.html
1 bed 1 bath near Renfrew station,"$1,500",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-bath-near-renfrew-station/7804140981.html
Spacious Junior 2BR/2BA/In suite laundry/SS appliances/No pets,"$2,545",tricities/pitt/maple,https://vancouver.craigslist.org/pml/apa/d/port-moody-spacious-junior-2br-2ba-in/7799062578.html
New Pet Friendly 1 Bedroom with In-Suite Laundry in Fairview - PROMO!!,"$2,295",Fairview,https://vancouver.craigslist.org/van/apa/d/vancouver-new-pet-friendly-bedroom-with/7803945963.html
VIEW STAR 2 BED 2 BATH FOR RENT,"$3,200",Richmond,https://vancouver.craigslist.org/rch/apa/d/richmond-view-star-bed-bath-for-rent/7804840087.html
Luxury 2bd 2bath Northwest facing brand new luxury unit in Landmark,"$4,300",Downtown Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-luxury-2bd-2bath-northwest/7804004572.html
1 bedroom apartment,"$2,200",Davie village,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-apartment/7804840491.html
2 bedroom,"$2,000",Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-outer-northwest-bedroom/7804840655.html
Executive Yaletown Two Bed + Den 1250 Sqft Condo (Yaletown),"$5,200",Yaletown,https://vancouver.craigslist.org/van/apa/d/vancouver-executive-yaletown-two-bed/7796911314.html
Brand New One Bedroom Suites at The Hyland,"$2,552","Kensington-Cedar Cottage, East Vancouver",https://vancouver.craigslist.org/van/apa/d/vancouver-brand-new-one-bedroom-suites/7803490491.html
Conveniet Updated Building /Suite,"$1,950",new westminster,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-conveniet-updated/7801300301.html
Beautiful large studio near AFU.,"$1,700",Coquitlam,https://vancouver.craigslist.org/pml/apa/d/coquitlam-beautiful-large-studio-near/7802968984.html
"One bedrooms + DEM (bedroom), close Superstore and IKEA.","$2,000",Coquitlam,https://vancouver.craigslist.org/pml/apa/d/coquitlam-one-bedrooms-dem-bedroom/7796852533.html
"1B/1B, Situated in Vancouver!, Availability 24 Hours","$2,700","1022 Nelson Street, Vancouver, BC",https://vancouver.craigslist.org/van/apa/d/vancouver-1b-1b-situated-in-vancouver/7799582451.html
Fully furnished Vancouver Villa,"$7,500",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-fully-furnished-vancouver/7804839555.html
BRAND NEW TWO BEDROOM PLUS DEN GILMORE PLACE FOR RENT,"$3,600",Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-brand-new-two-bedroom-plus-den/7798607230.html
Beautiful 2 Bedroom 2 Bathroom Furnished Laneway House  #735,"$3,995",Mt Pleasant,https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-bedroom-bathroom/7804269273.html
Furnished 2 bedroom in Coquitlam - all included,"$2,000",Coquitlam,https://vancouver.craigslist.org/pml/apa/d/coquitlam-furnished-bedroom-in/7804838716.html
BASEMENT ONE BEDROOM SUITE IN PANORAMA RIDGE AREA,"$1,500","HWY 10th & 132 Street, Surrey,",https://vancouver.craigslist.org/rds/apa/d/surrey-basement-one-bedroom-suite-in/7804838328.html
Tsawwassen Furnished Brand New One Bedroom with E,"$1,900",Delta,https://vancouver.craigslist.org/rds/apa/d/delta-southwest-tsawwassen-furnished/7804837882.html
Condo for Rent,"$2,300",Surrey Central,https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-condo-for-rent/7802837419.html
Furnished One-bedroom Apartment Avail Dec 1st,"$2,695",North Shore,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-southwest-furnished-one/7800233420.html
Spacious One Bedroom W/Amenities - $1000 CASH BACK,"$2,435",New Westminster,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-spacious-one-bedroom/7803046135.html
South Granville House for Rent,"$5,900",South Granville,https://vancouver.craigslist.org/van/apa/d/vancouver-south-granville-house-for-rent/7804837389.html
"Furnished, One-bedroom Suit","$2,650",North Shore,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-southwest-furnished-one/7804837333.html
Spacious 3 bed 2 bath condo in uptown NW,"$3,650",burnaby/newwest,https://vancouver.craigslist.org/bnc/apa/d/vancouver-spacious-bed-bath-condo-in/7804837157.html
"2/bd, Children's Play Room, Mobi Bike Share Station","$3,425","333 E 11th Ave, Vancouver, BC",https://vancouver.craigslist.org/van/apa/d/vancouver-bd-childrens-play-room-mobi/7804267497.html
Rent Now 4 bd 2 ba house,"$3,999",North Shore,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-southwest-rent-now-bd/7804215789.html
Renovated Garden Level Unit for long-term rental,"$3,700",north shore,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-inner-east-renovated/7804837038.html
BRAND NEW Basement Suite 1 Bedroom 1 Bath 700 sqft,"$1,900",Cloverdale Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-brand-new-basement-suite-bedroom/7804836125.html
Accommodation for Taylor Swift Concert,$600,Coquitlam,https://vancouver.craigslist.org/van/apa/d/coquitlam-accommodation-for-taylor/7802995551.html
"Secure Entry, Availability 24 Hours, Tennis Court","$2,920","5050 Sanders St, Burnaby, BC",https://vancouver.craigslist.org/bnc/apa/d/burnaby-secure-entry-availability-24/7797931020.html
"Open-concept, Brand New Studio Suite at The Hyland","$2,278","Kensington-Cedar Cottage, East Vancouver",https://vancouver.craigslist.org/van/apa/d/vancouver-open-concept-brand-new-studio/7804266872.html
Open-concept Three Bedroom Suite at The Hyland,"$4,533","Kensington-Cedar Cottage, East Vancouver",https://vancouver.craigslist.org/van/apa/d/vancouver-open-concept-three-bedroom/7804833932.html
FULLY FURNISHED - 1 ROOM for RENT,$950,Fleetwood - Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-fully-furnished-room-for-rent/7802345259.html
FULLY FURNISHED - 1 ROOM for Rent,$950,Fleetwood - Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-fully-furnished-room-for-rent/7802346202.html
"1 Bed/ bath,24 management, one month free! $500. security deposit","$2,350","985 Adair Avenue, Coquitlam, BC",https://vancouver.craigslist.org/pml/apa/d/coquitlam-bed-bath24-management-one/7804835071.html
Furnished one bedroom suite  for rent,"$1,500",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-one-bedroom-suite/7804834505.html
3 bedroom spacious upper floor,"$3,800",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-spacious-upper-floor/7804831956.html
Downtown Vancouver Semi-Furnished Apartment 1 Bedroom Suite,"$2,900",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-vancouver-semi/7797443093.html
Vancouver Furnished Condo Rental in Yaletown,"$3,195",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-furnished-condo/7799882879.html
**Stunning Top-Floor Penthouse Loft in Mount Pleasant,"$3,195",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-stunning-top-floor-penthouse/7801814089.html
west pointgray house for rental 3mins to UBC many room options,"$1,100",Vancouver,https://vancouver.craigslist.org/nvn/apa/d/vancouver-west-pointgray-house-for/7799082115.html
Immaculate Green Belt Facing 2 Bed 2 Bath at Silver Springs,"$2,500",Coquitlam,https://vancouver.craigslist.org/pml/apa/d/immaculate-green-belt-facing-bed-bath/7804832307.html
House/Upper Floor,"$3,900",North Vancouver,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-house-upper-floor/7797107586.html
FURNISHED 1 BEDROOM SUITE  WITH MOUNTAINS VIEW,"$2,600",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-bedroom-suite-with/7802297349.html
*1 Bedroom Laneway house*,"$2,200",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-laneway-house/7804830189.html
coal harbour 1bdrm 1bathrm near marine,"$2,750",vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-coal-harbour-1bdrm-1bathrm/7804831701.html
Coquitlam Center Polygon Townhome for Rent,"$3,580",Coquitlam,https://vancouver.craigslist.org/pml/apa/d/port-coquitlam-central-coquitlam-center/7803981833.html
"Bike Storage, Large Windows, Pendant Lighting","$2,273","303 E Pender St, Vancouver, BC",https://vancouver.craigslist.org/van/apa/d/vancouver-bike-storage-large-windows/7803045416.html
Metrotown 3br 2bath upper level house for rent,"$3,500",Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-metrotown-3br-2bath-upper-level/7797134855.html
3 bed 1 den 2.5 bath AC furnished townhouse for rent,"$3,850",Marpole,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-den-25-bath-ac-furnished/7797881878.html
2 bed 2 bath AC condo for rent,"$3,100",Metrotown,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bed-bath-ac-condo-for-rent/7798509221.html
2 bedroom 2 bathroom 1 den condo for rent,"$2,500",Whalley,https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-bathroom-den-condo-for/7801820327.html
3 bed  2 bath AC townhouse for rent,"$4,000",Metrotown,https://vancouver.craigslist.org/bnc/apa/d/burnaby-bed-bath-ac-townhouse-for-rent/7798278157.html
4 Bed 4 Bath Townhouse for Rent,"$3,200",Cathedral Grove,https://vancouver.craigslist.org/rds/apa/d/surrey-bed-bath-townhouse-for-rent/7801819589.html
Coquitlam Center Polygon Windsor Gate townhouse,"$4,280",Coquitlam,https://vancouver.craigslist.org/pml/apa/d/coquitlam-coquitlam-center-polygon/7804827804.html
Burnaby 2bdrm 1bthrm condo in metro area,"$2,800",Burnaby,https://vancouver.craigslist.org/bnc/apa/d/burnaby-burnaby-2bdrm-1bthrm-condo-in/7804830231.html
"Massive 2bd/2bath in ""that"" Superb Building!!","$3,400",Vancouver Heart of West End,https://vancouver.craigslist.org/van/apa/d/vancouver-massive-2bd-2bath-in-that/7804829673.html
(ORCA-REF#108-2738)*Stunning Ground-level 1 Bed / 1 Bath Condo in the,"$2,550",Lynn Valley,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-orca-ref-stunning/7804829826.html
3 Bedroom Basement Suite (49th & Victoria Dr.),"$3,000",Victoria-Fraserview/Killarney,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-basement-suite-49th/7802593981.html
2 Bdrm + Den. 1 month FREE RENT after 2 years,"$2,750",Lower Lonsdale,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-bdrm-den-month-free/7804829140.html
One bedroom in 3 bedroom unit,"$1,050",Lower Lonsdale,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-one-bedroom-in-bedroom/7804829102.html
UBC 2bed1.5 bath townhouse for rent,"$3,580",UBC,https://vancouver.craigslist.org/van/apa/d/vancouver-ubc-2bed15-bath-townhouse-for/7804829053.html
New Bedroom Basement Suite,"$2,400",Grand Boulevard,https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-new-bedroom-basement/7804828952.html
Open-concept Three Bedroom Townhome at The Hyland,"$4,533","Kensington-Cedar Cottage, East Vancouver",https://vancouver.craigslist.org/van/apa/d/vancouver-open-concept-three-bedroom/7804828498.html
Brand new pet friendly 2 bed 1 bath condo for rent,"$2,995",Vancouver/burnaby,https://vancouver.craigslist.org/van/apa/d/burnaby-brand-new-pet-friendly-bed-bath/7804828306.html
SOCO ONE BEST FLOORPLAN - 2 BED 2 BATH,"$2,700",West Coquitlam,https://vancouver.craigslist.org/van/apa/d/coquitlam-soco-one-best-floorplan-bed/7804823960.html
Individual furnished bedroom upper level,"$1,200",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-individual-furnished-bedroom/7804828031.html
LUXURY WATERFRONT CONDO/ GREAT VIEW / NEWLY RENOVATED,"$3,950",Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-luxury-waterfront-condo-great/7798869089.html
fully furnished 1 Bed and 1 Bath,"$1,500","357 W 4TH STREET North Vancouver, BC, V7M 1J2",https://vancouver.craigslist.org/nvn/apa/d/north-vancouver-fully-furnished-bed-and/7802559672.html
Large 1 Bedroom Ground Level Suite incl Heat/Hydro,"$1,600",Maple Ridge,https://vancouver.craigslist.org/pml/apa/d/maple-ridge-large-bedroom-ground-level/7804827062.html
"Playground, Modo Car share, Rooftop Adult Lounge Area","$2,595",city of vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-playground-modo-car-share/7804250650.html
One Bedroom Suite for rent --- Vancouver--- near Skytrain---,"$1,800",Broadway at Renfrew,https://vancouver.craigslist.org/van/apa/d/vancouver-one-bedroom-suite-for-rent/7804826775.html
Absolutely beautiful 2 Bed 2 Bath highrise Apt in Richmond,"$3,245",1107-3333 Sexsmith Road Richmond,https://vancouver.craigslist.org/rch/apa/d/richmond-absolutely-beautiful-bed-bath/7804824382.html
3 BEDROOM HOME,"$3,000",surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-outer-northwest-bedroom-home/7804826342.html
Spacious Basement Suite for Rent in Surrey BC Newton,"$2,000",Surrey Newton,https://vancouver.craigslist.org/rds/apa/d/surrey-spacious-basement-suite-for-rent/7804826338.html
Refreshed 2bd unit at Newport Quay,"$3,500",vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-refreshed-2bd-unit-at-newport/7798789439.html
1 Bed 1 Bath + Den  Apartment,"$2,500",vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-bath-den-apartment/7801663817.html
